City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Nampula,MZ,-15.1165,39.2666,67.26,76,11,4.76,few clouds
467,Luderitz,NA,-26.6481,15.1594,56.61,69,0,16.33,clear sky
468,Pacific Grove,US,36.6177,-121.9166,62.98,79,90,3.0,overcast clouds
469,Morganton,US,35.7454,-81.6848,61.65,85,40,1.01,scattered clouds
470,Miraflores,MX,19.2167,-98.8083,66.02,93,100,5.17,overcast clouds
471,Swan River,CA,52.1058,-101.2676,34.14,81,10,8.43,clear sky
472,Kondinskoye,RU,59.6481,67.41,37.44,83,14,13.29,few clouds
473,Sadovo,BG,42.1333,24.9333,57.04,71,90,23.02,overcast clouds
474,Dombarovskiy,RU,50.7587,59.5386,44.13,57,1,12.5,clear sky
475,Morondava,MG,-20.2833,44.2833,67.8,79,0,6.46,clear sky
476,Deneysville,ZA,-26.8908,28.0971,51.17,40,0,6.89,clear sky
477,Hopkinsville,US,36.8656,-87.4886,57.81,91,91,8.1,overcast clouds
478,Batemans Bay,AU,-35.7167,150.1833,72.19,41,14,8.43,few clouds
479,Palm Coast,US,29.585,-81.2078,78.01,68,47,7.0,scattered clouds
480,Kilifi,KE,-3.6305,39.8499,76.87,78,85,4.88,overcast clouds
481,Sri Aman,MY,1.2376,111.4621,81.57,79,88,1.99,overcast clouds
482,Orje,NO,59.4802,11.6602,44.42,85,100,13.35,overcast clouds
483,Cidreira,BR,-30.1811,-50.2056,64.92,93,100,10.18,light rain
484,Diu,IN,20.7141,70.9822,76.95,68,5,4.83,clear sky
485,Tigil,RU,57.8,158.6667,30.54,88,100,6.15,overcast clouds
486,Saint George,US,37.1041,-113.5841,68.59,33,1,1.99,clear sky
487,Vikramasingapuram,IN,8.714,77.3893,81.84,82,100,3.49,overcast clouds
488,Serowe,BW,-22.3833,26.7167,68.09,20,3,5.91,clear sky
489,Sedkyrkeshch,RU,61.75,50.9167,32.27,100,90,8.95,light shower snow
490,Orcopampa,PE,-15.2661,-72.3417,51.15,26,7,4.45,clear sky
491,Sambava,MG,-14.2667,50.1667,74.34,92,99,4.25,overcast clouds
492,Talcahuano,CL,-36.7167,-73.1167,51.48,87,0,10.36,clear sky
493,Waingapu,ID,-9.6567,120.2641,86.86,57,59,6.35,broken clouds
494,Ordubad,AZ,38.9059,46.0234,39.29,50,0,3.24,clear sky
495,Durban,ZA,-29.8579,31.0292,66.92,71,89,7.0,overcast clouds
496,Tecoanapa,MX,16.5167,-98.75,74.55,88,100,6.33,overcast clouds
497,Tandil,AR,-37.3217,-59.1332,41.29,86,0,6.6,clear sky
498,Dicabisagan,PH,17.0818,122.4157,78.67,87,100,3.96,moderate rain
499,Kodinsk,RU,58.6881,99.1844,35.83,96,100,12.39,light rain
500,Antofagasta,CL,-23.65,-70.4,58.28,78,24,7.11,few clouds
501,Coihueco,CL,-36.6167,-71.8333,50.74,82,0,4.61,clear sky
502,Mitu,CO,1.1983,-70.1733,73.04,98,70,2.77,broken clouds
503,Ahipara,NZ,-35.1667,173.1667,65.14,79,25,7.9,scattered clouds
504,Santa Cruz,BO,-17.8,-63.1667,85.46,66,20,13.8,few clouds
505,Yebaishou,CN,41.3975,119.6408,52.0,41,2,4.09,clear sky
506,Sioux Lookout,CA,50.1001,-91.917,35.98,93,75,4.61,broken clouds
507,Lorengau,PG,-2.0226,147.2712,85.06,70,98,10.31,overcast clouds
508,Shubarshi,KZ,48.5872,57.1869,43.23,37,10,10.76,clear sky
509,Penzance,GB,50.1186,-5.5371,54.77,84,81,24.52,broken clouds
510,Gat,IL,31.61,34.7642,66.4,100,3,2.44,clear sky
511,Barrhead,GB,55.7992,-4.3929,54.93,93,90,5.99,drizzle rain
512,Pollachi,IN,10.6667,77.0167,76.24,89,100,6.46,overcast clouds
513,Upata,VE,8.0086,-62.3989,74.19,95,100,4.56,overcast clouds
514,Los Algarrobos,PA,8.5,-82.4333,78.46,94,75,2.3,broken clouds
515,Nyurba,RU,63.2842,118.3319,33.44,73,100,11.92,overcast clouds
516,Divnomorskoye,RU,44.5011,38.1353,59.68,89,100,2.24,overcast clouds
517,Sibiti,CG,-3.6819,13.3499,68.45,99,100,1.7,moderate rain
518,Suruc,TR,36.9761,38.425,62.8,25,0,5.66,clear sky
519,Noshiro,JP,40.2039,140.0242,60.58,55,35,11.81,scattered clouds
520,Te Anau,NZ,-45.4167,167.7167,55.99,85,100,1.1,overcast clouds
521,Kieta,PG,-6.2167,155.6333,83.98,74,19,5.86,light rain
522,Namibe,AO,-15.1961,12.1522,63.77,73,99,6.42,overcast clouds
523,Vanavara,RU,60.34,102.2797,32.2,94,100,12.86,snow
524,Bengkulu,ID,-3.8004,102.2655,78.62,84,99,3.85,overcast clouds
525,Albert Lea,US,43.648,-93.3683,41.97,75,1,0.0,clear sky
526,Praya,CV,14.9215,-23.5087,77.54,78,20,13.8,few clouds
527,Kirakira,SB,-10.4544,161.9205,87.08,67,7,12.86,clear sky
528,Turukhansk,RU,65.8167,87.9833,32.36,99,100,10.67,snow
529,Tarare,FR,45.8976,4.4327,39.22,88,3,1.99,clear sky
530,Maldonado,UY,-34.6667,-54.9167,54.23,91,9,5.01,clear sky
531,Kiruna,SE,67.8557,20.2251,9.52,85,100,13.8,overcast clouds
532,Tabas,IR,33.5959,56.9244,53.87,18,0,0.87,clear sky
533,Illapel,CL,-31.6308,-71.1653,57.99,63,0,1.16,clear sky
534,Dongsheng,CN,39.8161,109.9776,47.23,57,4,5.91,clear sky
535,Mala Vyska,UA,48.6431,31.6366,40.64,65,99,8.7,overcast clouds
536,Bogo,PH,11.0517,124.0055,84.15,72,90,6.38,overcast clouds
537,Mackay,AU,-21.15,149.2,90.68,66,50,12.84,scattered clouds
538,Severnoye,RU,56.3491,78.3619,44.46,85,79,15.93,broken clouds
539,Beringovskiy,RU,63.05,179.3167,13.21,73,2,7.2,clear sky
540,Tateyama,JP,34.9833,139.8667,65.14,49,7,7.76,clear sky
541,Rancho Palos Verdes,US,33.7445,-118.387,66.18,87,75,3.0,broken clouds
542,Itoman,JP,26.1247,127.6694,77.77,63,75,12.66,broken clouds
543,Sault Sainte Marie,CA,46.5168,-84.3333,44.42,84,90,4.61,overcast clouds
544,Zelenoborsk,RU,61.4669,64.0333,32.02,79,47,8.34,scattered clouds
545,Aars,DK,56.804,9.5144,47.68,83,100,12.71,overcast clouds
546,Kungurtug,RU,50.5994,97.5228,31.59,57,26,0.34,scattered clouds
547,Sibolga,ID,1.7427,98.7792,78.4,85,99,1.32,light rain
548,Riohacha,CO,11.5444,-72.9072,82.58,75,56,13.02,broken clouds
549,Tarakan,ID,3.3,117.6333,85.5,79,20,4.61,few clouds
550,Kaitangata,NZ,-46.2817,169.8464,59.81,68,95,5.35,overcast clouds
551,Adrar,MR,20.5022,-10.0711,78.24,16,19,9.17,few clouds
552,Nanakuli,US,21.3906,-158.1547,84.15,52,1,9.22,clear sky
553,Ambon,ID,-3.6954,128.1814,86.14,74,40,4.61,scattered clouds
554,Cortez,US,37.3489,-108.5859,56.52,37,90,0.0,overcast clouds
555,Kihei,US,20.785,-156.4656,82.42,70,1,23.02,clear sky
556,Sabratah,LY,32.7933,12.4885,74.79,66,100,7.99,overcast clouds
557,Irara,BR,-12.05,-38.7667,72.91,94,80,7.02,light rain
558,Mizdah,LY,31.4451,12.9801,70.21,51,100,7.78,overcast clouds
559,Lavrentiya,RU,65.5833,-171.0,24.66,83,100,9.51,overcast clouds
560,Casablanca,MA,33.5928,-7.6192,66.33,82,9,11.01,clear sky
561,Manaure,CO,11.7751,-72.4445,83.14,76,13,17.38,few clouds
562,Harlingen,US,26.1906,-97.6961,82.35,94,1,6.91,clear sky
563,Ulladulla,AU,-35.35,150.4667,70.77,57,63,7.38,broken clouds
564,Idenao,CM,4.2475,9.0047,76.55,89,99,3.8,overcast clouds
565,Brindisi,IT,40.5833,17.6667,65.44,91,99,11.81,overcast clouds
566,Lastoursville,GA,-0.8143,12.7287,71.65,99,100,1.59,overcast clouds
567,Malmyzh,RU,56.5205,50.6818,39.36,86,100,7.07,overcast clouds
568,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,81.46,59,94,4.63,overcast clouds
569,Tommot,RU,58.9564,126.2925,39.85,82,100,9.31,overcast clouds
570,Northam,GB,51.0333,-4.2167,56.01,78,100,20.85,overcast clouds
571,Aguada De Pasajeros,CU,22.385,-80.8508,75.34,88,94,4.05,overcast clouds
572,Sonamura,IN,23.4719,91.2664,75.2,77,6,3.89,clear sky
573,Hervey Bay,AU,-25.2986,152.8535,90.03,73,99,15.35,overcast clouds
574,Trebinje,BA,42.7119,18.3442,55.76,62,0,21.85,clear sky
575,Nantucket,US,41.2835,-70.0995,57.31,66,1,11.5,clear sky
576,Siocon,PH,7.7061,122.1353,84.15,72,92,2.89,overcast clouds
577,Hamilton,US,39.1834,-84.5333,55.78,87,90,0.0,overcast clouds
578,Leh,IN,34.1667,77.5833,30.06,88,100,1.83,overcast clouds
579,Aurillac,FR,44.9167,2.45,38.01,81,0,8.05,clear sky
580,Tombouctou,ML,20.0,-3.0,80.85,23,0,9.33,clear sky
581,Nurota,UZ,40.5614,65.6886,48.29,35,0,5.14,clear sky
582,Gushi,CN,34.6425,109.5843,56.26,64,7,2.55,clear sky
583,Alac,PH,15.9877,120.8065,78.76,83,95,4.54,overcast clouds
584,Bandarbeyla,SO,9.4942,50.8122,77.34,76,40,4.9,scattered clouds
585,Hope,US,33.6671,-93.5916,78.85,71,40,11.12,scattered clouds
586,Abu Kamal,SY,34.4506,40.9171,67.84,35,2,5.93,clear sky
587,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,81.12,79,17,8.28,few clouds
588,Lazurne,UA,46.084,32.5295,51.84,50,100,13.31,overcast clouds
589,Lebyazhye,RU,55.2689,66.4947,45.79,76,99,11.74,overcast clouds
590,Neepawa,CA,50.2289,-99.4664,36.81,78,7,6.69,clear sky
591,Oskarshamn,SE,57.2645,16.4484,26.37,79,100,6.26,overcast clouds
592,Jiwani,PK,25.05,61.7417,78.12,75,0,0.65,clear sky
593,Matraterenye,HU,48.0327,19.9476,37.65,79,3,1.95,clear sky
594,San Francisco,US,37.7749,-122.4194,64.92,80,90,3.0,overcast clouds
595,Ayan,RU,56.45,138.1667,40.98,59,99,7.87,overcast clouds
596,Raposa,BR,-6.5167,-44.1833,72.3,88,99,1.1,overcast clouds
597,Qianjiang,CN,30.4151,112.8859,61.74,50,71,4.56,broken clouds
598,Catamarca,AR,-28.4696,-65.7852,65.64,30,0,3.06,clear sky
599,Lakatoro,VU,-16.0999,167.4164,82.83,74,25,9.75,scattered clouds
600,Yate,GB,51.5407,-2.4184,54.36,81,100,4.0,overcast clouds
601,Tall Kayf,TR,37.0833,41.0667,55.74,19,0,4.83,clear sky
602,Springfield,US,37.2153,-93.2982,63.99,88,1,7.0,clear sky
603,Shelburne,CA,44.0787,-80.2041,42.85,85,62,4.9,broken clouds
604,Diamantina,BR,-18.2494,-43.6003,61.23,94,16,6.38,few clouds
605,De Aar,ZA,-30.6497,24.0123,46.06,68,0,13.94,clear sky
606,Yabrud,SY,33.9674,36.6574,47.52,67,0,1.63,clear sky
607,Tessalit,ML,20.1986,1.0114,81.3,24,38,9.35,scattered clouds
608,Bonnyville,CA,54.2668,-110.735,41.2,63,100,14.43,overcast clouds
609,Pasighat,IN,28.0667,95.3333,75.83,71,2,0.47,clear sky
610,Ukiah,US,39.1502,-123.2078,57.43,93,90,9.22,overcast clouds
611,Bambanglipuro,ID,-7.95,110.2833,84.67,66,18,5.5,few clouds
612,Florianopolis,BR,-27.6146,-48.5012,67.41,89,75,3.0,broken clouds
613,Dali,CN,25.7,100.1833,60.4,82,69,1.61,broken clouds
614,Halifax,CA,44.6453,-63.5724,60.69,98,100,1.01,overcast clouds
615,Aneho,TG,6.2333,1.6,79.02,81,99,1.63,overcast clouds
616,Taywarah,AF,33.35,64.4167,33.08,31,0,3.18,clear sky
617,Yarmouth,US,41.7057,-70.2286,55.96,78,1,18.01,clear sky
618,Vidra,RO,44.2606,26.1697,54.41,75,100,9.04,overcast clouds
619,Waddan,LY,29.1614,16.139,78.82,22,100,11.18,overcast clouds
620,Zolotyy Potik,UA,48.9095,25.3393,43.09,78,47,13.02,scattered clouds
621,Minas De Barroteran,MX,27.6333,-101.2833,77.74,58,0,10.49,clear sky
622,Cururupu,BR,-1.8283,-44.8683,75.9,91,100,2.89,overcast clouds
623,Skelleftea,SE,64.7507,20.9528,19.76,68,100,4.61,overcast clouds
624,Cangzhou,CN,38.3167,116.8667,57.36,48,2,5.44,clear sky
625,Cervo,ES,43.6702,-7.4101,54.48,72,1,6.22,clear sky
626,Kristiansund,NO,63.1115,7.732,41.65,87,90,9.22,overcast clouds
627,Japura,ID,-0.3167,102.35,81.39,86,68,0.51,broken clouds
628,Christchurch,NZ,-43.5333,172.6333,72.48,63,20,7.0,few clouds
629,Taltal,CL,-25.4,-70.4833,58.33,79,4,2.91,clear sky
630,Bac Lieu,VN,9.285,105.7244,83.75,75,63,5.39,broken clouds
631,Necochea,AR,-38.5473,-58.7368,46.58,62,0,8.88,clear sky
632,Rafael Lucio,MX,19.5833,-96.9667,60.46,97,100,1.83,overcast clouds
633,Ewa Beach,US,21.3156,-158.0072,84.15,54,1,9.22,clear sky
634,Viedma,AR,-40.8135,-62.9967,46.69,26,0,10.74,clear sky
635,Derzhavinsk,KZ,51.1,66.3167,43.74,78,32,15.39,scattered clouds
636,Kapuskasing,CA,49.4169,-82.4331,34.43,98,100,4.97,light rain
637,George Town,MY,5.4112,100.3354,84.13,79,20,4.61,few clouds
638,Belmonte,BR,-15.8631,-38.8828,75.7,92,70,4.68,broken clouds
639,Polunochnoye,RU,60.8697,60.4153,35.94,86,99,5.73,overcast clouds
640,Fontaine,FR,45.1984,5.6827,51.12,81,0,4.0,clear sky
641,Ancud,CL,-41.8697,-73.8203,47.73,77,73,8.63,broken clouds
642,Boda,CF,4.3189,17.4695,69.08,97,100,2.86,overcast clouds
643,Chicama,PE,-7.8447,-79.1469,65.16,80,81,6.78,broken clouds
644,Yakeshi,CN,49.2833,120.7333,40.66,47,0,7.02,clear sky
645,Oksovskiy,RU,62.6062,39.8984,28.83,90,100,4.9,overcast clouds
646,Fuerte Olimpo,PY,-21.0415,-57.8738,72.5,95,100,15.28,very heavy rain
647,Mbalmayo,CM,3.5167,11.5,66.69,96,99,2.71,overcast clouds
648,Gazli,UZ,40.1333,63.45,46.22,35,0,11.95,clear sky
649,Nizhniy Kuranakh,RU,58.8353,125.4869,38.66,82,100,7.81,overcast clouds
650,Biltine,TD,14.5333,20.9167,81.66,20,23,14.0,few clouds
651,Iralaya,HN,15.0,-83.2333,80.42,86,98,9.6,overcast clouds
652,Kichmengskiy Gorodok,RU,59.9816,45.7854,37.17,92,100,3.4,overcast clouds
653,Binzhou,CN,37.3667,118.0167,66.27,42,34,3.47,scattered clouds
654,Great Yarmouth,GB,52.6083,1.7305,54.23,74,87,14.56,overcast clouds
655,Loding,NO,67.3,14.75,34.65,69,40,10.0,scattered clouds
656,Pampa,US,35.5362,-100.9599,76.15,53,75,9.22,broken clouds
657,Luganville,VU,-15.5333,167.1667,83.8,72,35,8.21,scattered clouds
658,Phanom Sarakham,TH,13.7479,101.3553,84.33,84,98,9.31,overcast clouds
659,Yenagoa,NG,4.9247,6.2642,72.95,96,76,2.13,broken clouds
660,Phangnga,TH,8.4509,98.5298,84.9,79,76,2.95,broken clouds
661,Lavumisa,SZ,-27.31,31.892,66.49,68,100,14.94,overcast clouds
662,Richards Bay,ZA,-28.783,32.0377,66.79,73,100,17.74,light rain
663,Santa Helena,BR,-2.2311,-45.3,73.85,95,99,2.21,overcast clouds
664,Saint-Augustin,CA,51.226,-58.6502,40.84,94,100,12.66,overcast clouds
665,Hlobyne,UA,49.3878,33.2596,40.98,67,99,6.49,overcast clouds
666,Cockburn Town,TC,21.4612,-71.1419,83.05,69,93,19.22,overcast clouds
667,Manzanillo,CU,20.3433,-77.1167,76.68,86,79,3.4,broken clouds
668,Cayenne,GF,4.9333,-52.3333,78.1,91,90,2.3,overcast clouds
669,Shenjiamen,CN,29.9576,122.298,65.89,68,99,14.41,overcast clouds
670,Severo-Yeniseyskiy,RU,60.3725,93.0408,32.52,96,100,13.71,light snow
671,Xai-Xai,MZ,-25.0519,33.6442,70.36,84,74,26.53,broken clouds
672,Ubud,ID,-8.5098,115.2654,81.72,46,62,5.66,broken clouds
673,Almeria,ES,37.1667,-2.3333,55.44,84,37,0.63,scattered clouds
674,Saurimo,AO,-9.6608,20.3916,64.71,96,92,3.69,overcast clouds
675,Esna,EG,25.2934,32.554,69.6,47,0,10.47,clear sky
676,Vao,NC,-22.6667,167.4833,72.52,74,3,13.31,clear sky
677,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.9,87,95,10.31,overcast clouds
678,Magistralnyy,RU,56.1725,107.4458,35.15,86,65,6.35,broken clouds
679,Tchibanga,GA,-2.85,11.0333,71.4,98,100,0.63,overcast clouds
680,Loa Janan,ID,-0.583,117.095,86.88,64,97,3.56,overcast clouds
681,Cabadiangan,PH,9.7531,122.4739,84.0,74,100,7.23,overcast clouds
682,Murgab,TM,37.4966,61.9714,45.48,28,0,6.64,clear sky
683,Imst,AT,47.2684,10.6698,29.59,48,0,5.59,clear sky
684,Lenine,UA,45.2986,35.7771,54.66,86,100,4.34,overcast clouds
685,Schleiden,DE,50.5295,6.477,40.62,96,4,5.44,clear sky
686,Brvenica,MK,41.9672,20.9808,47.62,90,100,3.94,overcast clouds
687,Blagoyevo,RU,63.3667,47.9167,23.52,91,100,3.27,overcast clouds
688,Dhidhdhoo,MV,6.8833,73.1,81.55,78,100,11.83,light rain
689,Samarai,PG,-10.6167,150.6667,81.46,80,25,12.06,scattered clouds
690,Mulege,MX,26.8833,-111.9833,76.66,68,0,2.17,clear sky
691,Beisfjord,NO,68.3751,17.5988,35.26,87,92,7.34,overcast clouds
692,Riverton,US,40.5219,-111.9391,49.28,89,40,1.99,scattered clouds
693,Talaya,RU,61.3833,152.75,4.71,89,93,4.03,overcast clouds
694,Charters Towers,AU,-20.1,146.2667,93.52,28,46,10.76,scattered clouds
695,Byron Bay,AU,-28.65,153.6167,92.05,38,51,7.78,broken clouds
696,Zyryanka,RU,65.75,150.85,1.27,76,8,10.51,clear sky
